Year,Month,DayOfWeek,Company,Payment Type,No. of Trips
2020,January,Thursday,KOAM Taxi Association,Credit Card,925
2020,January,Thursday,KOAM Taxi Association,Dispute,5
2020,January,Thursday,KOAM Taxi Association,No Charge,1
2020,January,Thursday,KOAM Taxi Association,Unknown,4
2020,January,Thursday,Leonard Cab Co,Cash,102
2020,January,Thursday,Leonard Cab Co,Credit Card,101
2020,January,Thursday,Leonard Cab Co,Mobile,8
2020,January,Thursday,Leonard Cab Co,Prcard,2
2020,January,Thursday,Medallion Leasin,Cash,5484
2020,January,Thursday,Medallion Leasin,Credit Card,6705
2020,January,Thursday,Medallion Leasin,Mobile,572
2020,January,Thursday,Medallion Leasin,Prcard,152
2020,January,Thursday,Metro Jet Taxi A,Cash,205
2020,January,Thursday,Metro Jet Taxi A,Credit Card,139
2020,January,Thursday,Metro Jet Taxi A,Mobile,13
2020,January,Thursday,Metro Jet Taxi A,Prcard,2
2020,January,Thursday,Nova Taxi Affiliation Llc,Cash,1173
2020,January,Thursday,Nova Taxi Affiliation Llc,Credit Card,878
2020,January,Thursday,Nova Taxi Affiliation Llc,Mobile,59
2020,January,Thursday,Nova Taxi Affiliation Llc,Prcard,9
2020,January,Thursday,Patriot Taxi Dba Peace Taxi Associat,Cash,864
2020,January,Thursday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,979
2020,January,Thursday,Patriot Taxi Dba Peace Taxi Associat,Mobile,85
2020,January,Thursday,Patriot Taxi Dba Peace Taxi Associat,Prcard,25
2020,January,Thursday,Petani Cab Corp,Cash,18
2020,January,Thursday,Petani Cab Corp,Credit Card,84
2020,January,Thursday,Setare Inc,Cash,192
2020,January,Thursday,Setare Inc,Credit Card,153
2020,January,Thursday,Setare Inc,Mobile,11
2020,January,Thursday,Setare Inc,Prcard,3
2020,January,Thursday,Star North Management LLC,Cash,4225
2020,January,Thursday,Star North Management LLC,Credit Card,5836
2020,January,Thursday,Star North Management LLC,Dispute,18
2020,January,Thursday,Star North Management LLC,No Charge,158
2020,January,Thursday,Star North Management LLC,Unknown,93
2020,January,Thursday,Suburban Dispatch LLC,Credit Card,276
2020,January,Thursday,Suburban Dispatch LLC,No Charge,18
2020,January,Thursday,Sun Taxi,Cash,6989
2020,January,Thursday,Sun Taxi,Credit Card,9660
2020,January,Thursday,Sun Taxi,Mobile,976
2020,January,Thursday,Sun Taxi,Prcard,131
2020,January,Thursday,Taxi Affiliation Service Yellow,Cash,158
2020,January,Thursday,Taxi Affiliation Service Yellow,Credit Card,179
2020,January,Thursday,Taxi Affiliation Service Yellow,Mobile,1
2020,January,Thursday,Taxi Affiliation Service Yellow,Prcard,16
2020,January,Thursday,Taxi Affiliation Services,Cash,23581
2020,January,Thursday,Taxi Affiliation Services,Credit Card,26130
2020,January,Thursday,Taxi Affiliation Services,No Charge,16
2020,January,Thursday,Taxi Affiliation Services,Unknown,1903
2020,January,Thursday,"Taxicab Insurance Agency, LLC",Cash,3676
2020,January,Thursday,"Taxicab Insurance Agency, LLC",Credit Card,4794
2020,January,Thursday,"Taxicab Insurance Agency, LLC",Dispute,43
2020,January,Thursday,"Taxicab Insurance Agency, LLC",No Charge,17
2020,January,Thursday,"Taxicab Insurance Agency, LLC",Unknown,89
2020,January,Thursday,Top Cab Affiliation,Cash,1243
2020,January,Thursday,Top Cab Affiliation,Credit Card,1654
2020,January,Thursday,Top Cab Affiliation,Dispute,3
2020,January,Thursday,Top Cab Affiliation,No Charge,24
2020,January,Thursday,Top Cab Affiliation,Unknown,40
2020,January,Thursday,U Taxicab,Cash,193
2020,January,Thursday,U Taxicab,Credit Card,256
2020,January,Thursday,U Taxicab,No Charge,2
2020,January,Thursday,U Taxicab,Unknown,4
2020,January,Tuesday,1085 - 72312 N and W Cab Co,Cash,31
2020,January,Tuesday,1085 - 72312 N and W Cab Co,Credit Card,20
2020,January,Tuesday,2092 - 61288 Sbeih company,Cash,39
2020,January,Tuesday,2092 - 61288 Sbeih company,Credit Card,2
2020,January,Tuesday,24 Seven Taxi,Cash,615
2020,January,Tuesday,24 Seven Taxi,Credit Card,970
2020,January,Tuesday,24 Seven Taxi,Mobile,89
2020,January,Tuesday,24 Seven Taxi,Prcard,7
2020,January,Tuesday,2733 - 74600 Benny Jona,Cash,5
2020,January,Tuesday,2733 - 74600 Benny Jona,Credit Card,20
2020,January,Tuesday,3011 - 66308 JBL Cab Inc.,Cash,20
2020,January,Tuesday,3011 - 66308 JBL Cab Inc.,Credit Card,34
2020,January,Tuesday,3094 - 24059 G.L.B. Cab Co,Cash,33
2020,January,Tuesday,3094 - 24059 G.L.B. Cab Co,Credit Card,19
2020,January,Tuesday,3094 - 24059 G.L.B. Cab Co,Dispute,1
2020,January,Tuesday,312 Medallion Management Corp,Cash,65
2020,January,Tuesday,312 Medallion Management Corp,Credit Card,121
2020,January,Tuesday,3556 - 36214 RC Andrews Cab,Cash,2
2020,January,Tuesday,3556 - 36214 RC Andrews Cab,Credit Card,2
2020,January,Tuesday,3556 - 36214 RC Andrews Cab,Unknown,13
2020,January,Tuesday,3591 - 63480 Chuks Cab,Cash,10
2020,January,Tuesday,3591 - 63480 Chuks Cab,Credit Card,9
2020,January,Tuesday,3620 - 52292 David K. Cab Corp.,Cash,4
2020,January,Tuesday,3620 - 52292 David K. Cab Corp.,Credit Card,13
2020,January,Tuesday,3620 - 52292 David K. Cab Corp.,Unknown,1
2020,January,Tuesday,3623 - 72222 Arrington Enterprises,Cash,24
2020,January,Tuesday,3623 - 72222 Arrington Enterprises,Credit Card,22
2020,January,Tuesday,3623 - 72222 Arrington Enterprises,Unknown,1
2020,January,Tuesday,"3721 - Santamaria Express, Alvaro Santamaria",Cash,2
2020,January,Tuesday,"3721 - Santamaria Express, Alvaro Santamaria",Credit Card,6
2020,January,Tuesday,"3721 - Santamaria Express, Alvaro Santamaria",No Charge,2
2020,January,Tuesday,4053 - 40193 Adwar H. Nikola,Cash,2
2020,January,Tuesday,4053 - 40193 Adwar H. Nikola,Credit Card,7
2020,January,Tuesday,4623 - 27290 Jay Kim,Cash,2
2020,January,Tuesday,4623 - 27290 Jay Kim,Credit Card,22
2020,January,Tuesday,4787 - 56058 Reny Cab Co,Cash,23
2020,January,Tuesday,4787 - 56058 Reny Cab Co,Credit Card,19
2020,January,Tuesday,5 Star Taxi,Cash,93
2020,January,Tuesday,5 Star Taxi,Credit Card,140
2020,January,Tuesday,5 Star Taxi,Mobile,14
2020,January,Tuesday,5 Star Taxi,Prcard,9
2020,January,Tuesday,5006 - 39261 Salifu Bawa,Cash,14
2020,January,Tuesday,5006 - 39261 Salifu Bawa,Credit Card,22
2020,January,Tuesday,5062 - 34841 Sam Mestas,Cash,9
2020,January,Tuesday,5062 - 34841 Sam Mestas,Credit Card,10
2020,January,Tuesday,5062 - 34841 Sam Mestas,Unknown,1
2020,January,Tuesday,5874 - 73628 Sergey Cab Corp.,Cash,25
2020,January,Tuesday,5874 - 73628 Sergey Cab Corp.,Credit Card,15
2020,January,Tuesday,6574 - Babylon Express Inc.,Cash,8
2020,January,Tuesday,6574 - Babylon Express Inc.,Credit Card,16
2020,January,Tuesday,6742 - 83735 Tasha ride inc,Cash,7
2020,January,Tuesday,6742 - 83735 Tasha ride inc,Credit Card,11
2020,January,Tuesday,6743 - 78771 Luhak Corp,Cash,60
2020,January,Tuesday,6743 - 78771 Luhak Corp,Credit Card,11
2020,January,Tuesday,Blue Diamond,Cash,50
2020,January,Tuesday,Blue Diamond,Credit Card,52
2020,January,Tuesday,Blue Ribbon Taxi Association Inc.,Cash,4132
2020,January,Tuesday,Blue Ribbon Taxi Association Inc.,Credit Card,3245
2020,January,Tuesday,Blue Ribbon Taxi Association Inc.,No Charge,2
2020,January,Tuesday,Blue Ribbon Taxi Association Inc.,Unknown,159
2020,January,Tuesday,Checker Taxi Affiliation,Cash,61
2020,January,Tuesday,Checker Taxi Affiliation,Credit Card,50
2020,January,Tuesday,Checker Taxi Affiliation,Mobile,4
2020,January,Tuesday,Checker Taxi Affiliation,Prcard,17
2020,January,Tuesday,Chicago Carriage Cab Corp,Cash,7512
2020,January,Tuesday,Chicago Carriage Cab Corp,Credit Card,8630
2020,January,Tuesday,Chicago Carriage Cab Corp,Mobile,702
2020,January,Tuesday,Chicago Carriage Cab Corp,Prcard,239
2020,January,Tuesday,Chicago Independents,Cash,1427
2020,January,Tuesday,Chicago Independents,Credit Card,1866
2020,January,Tuesday,Chicago Independents,Dispute,13
2020,January,Tuesday,Chicago Independents,Mobile,142
2020,January,Tuesday,Chicago Independents,Prcard,29
2020,January,Tuesday,Chicago Independents,Unknown,20
2020,January,Tuesday,Chicago Medallion Management,Cash,236
2020,January,Tuesday,Chicago Medallion Management,Credit Card,296
2020,January,Tuesday,Chicago Medallion Management,Dispute,1
2020,January,Tuesday,Chicago Medallion Management,Unknown,4
2020,January,Tuesday,Chicago Taxicab,Cash,646
2020,January,Tuesday,Chicago Taxicab,Credit Card,647
2020,January,Tuesday,Chicago Taxicab,Mobile,49
2020,January,Tuesday,Chicago Taxicab,Prcard,6
2020,January,Tuesday,Choice Taxi Association,Cash,1816
2020,January,Tuesday,Choice Taxi Association,Credit Card,2823
2020,January,Tuesday,Choice Taxi Association,Dispute,44
2020,January,Tuesday,Choice Taxi Association,No Charge,26
2020,January,Tuesday,Choice Taxi Association,Unknown,25
2020,January,Tuesday,City Service,Cash,4597
2020,January,Tuesday,City Service,Credit Card,6061
2020,January,Tuesday,City Service,Mobile,613
2020,January,Tuesday,City Service,Prcard,93
2020,January,Tuesday,Flash Cab,Cash,13962
2020,January,Tuesday,Flash Cab,Credit Card,8283
2020,January,Tuesday,Flash Cab,Mobile,610
2020,January,Tuesday,Flash Cab,Prcard,1977
2020,January,Tuesday,Flash Cab,Prepaid,8
2020,January,Tuesday,KOAM Taxi Association,Cash,476
2020,January,Tuesday,KOAM Taxi Association,Credit Card,781
2020,January,Tuesday,KOAM Taxi Association,Dispute,9
2020,January,Tuesday,KOAM Taxi Association,Unknown,5
2020,January,Tuesday,Leonard Cab Co,Cash,85
2020,January,Tuesday,Leonard Cab Co,Credit Card,55
2020,January,Tuesday,Leonard Cab Co,Mobile,13
2020,January,Tuesday,Leonard Cab Co,Prcard,1
2020,January,Tuesday,Medallion Leasin,Cash,4008
2020,January,Tuesday,Medallion Leasin,Credit Card,4679
2020,January,Tuesday,Medallion Leasin,Mobile,380
2020,January,Tuesday,Medallion Leasin,Prcard,119
2020,January,Tuesday,Metro Jet Taxi A,Cash,114
2020,January,Tuesday,Metro Jet Taxi A,Credit Card,97
2020,January,Tuesday,Metro Jet Taxi A,Mobile,10
2020,January,Tuesday,Metro Jet Taxi A,Prcard,1
2020,January,Tuesday,Nova Taxi Affiliation Llc,Cash,865
2020,January,Tuesday,Nova Taxi Affiliation Llc,Credit Card,603
2020,January,Tuesday,Nova Taxi Affiliation Llc,Mobile,62
2020,January,Tuesday,Nova Taxi Affiliation Llc,Prcard,14
2020,January,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Cash,755
2020,January,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,696
2020,January,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Mobile,59
2020,January,Tuesday,Patriot Taxi Dba Peace Taxi Associat,Prcard,27
2020,January,Tuesday,Petani Cab Corp,Cash,20
2020,January,Tuesday,Petani Cab Corp,Credit Card,61
2020,January,Tuesday,Setare Inc,Cash,135
2020,January,Tuesday,Setare Inc,Credit Card,139
2020,January,Tuesday,Setare Inc,Mobile,9
2020,January,Tuesday,Setare Inc,Prcard,2
2020,January,Tuesday,Star North Management LLC,Cash,3290
2020,January,Tuesday,Star North Management LLC,Credit Card,4550
2020,January,Tuesday,Star North Management LLC,Dispute,13
2020,January,Tuesday,Star North Management LLC,No Charge,123
2020,January,Tuesday,Star North Management LLC,Unknown,83
2020,January,Tuesday,Suburban Dispatch LLC,Credit Card,191
2020,January,Tuesday,Suburban Dispatch LLC,No Charge,18
2020,January,Tuesday,Sun Taxi,Cash,5315
2020,January,Tuesday,Sun Taxi,Credit Card,7053
2020,January,Tuesday,Sun Taxi,Mobile,772
2020,January,Tuesday,Sun Taxi,Prcard,103
2020,January,Tuesday,Taxi Affiliation Service Yellow,Cash,117
2020,January,Tuesday,Taxi Affiliation Service Yellow,Credit Card,155
2020,January,Tuesday,Taxi Affiliation Service Yellow,Mobile,1
2020,January,Tuesday,Taxi Affiliation Service Yellow,Prcard,12
2020,January,Tuesday,Taxi Affiliation Services,Cash,18388
2020,January,Tuesday,Taxi Affiliation Services,Credit Card,19982
2020,January,Tuesday,Taxi Affiliation Services,No Charge,11
2020,January,Tuesday,Taxi Affiliation Services,Unknown,1723
2020,January,Tuesday,"Taxicab Insurance Agency, LLC",Cash,2704
2020,January,Tuesday,"Taxicab Insurance Agency, LLC",Credit Card,3645
2020,January,Tuesday,"Taxicab Insurance Agency, LLC",Dispute,24
2020,January,Tuesday,"Taxicab Insurance Agency, LLC",No Charge,11
2020,January,Tuesday,"Taxicab Insurance Agency, LLC",Unknown,54
2020,January,Tuesday,Top Cab Affiliation,Cash,948
2020,January,Tuesday,Top Cab Affiliation,Credit Card,1358
2020,January,Tuesday,Top Cab Affiliation,Dispute,5
2020,January,Tuesday,Top Cab Affiliation,No Charge,16
2020,January,Tuesday,Top Cab Affiliation,Unknown,40
2020,January,Tuesday,U Taxicab,Cash,129
2020,January,Tuesday,U Taxicab,Credit Card,207
2020,January,Tuesday,U Taxicab,No Charge,1
2020,January,Tuesday,U Taxicab,Unknown,2
2020,January,Wednesday,1085 - 72312 N and W Cab Co,Cash,31
2020,January,Wednesday,1085 - 72312 N and W Cab Co,Credit Card,36
2020,January,Wednesday,2092 - 61288 Sbeih company,Cash,50
2020,January,Wednesday,24 Seven Taxi,Cash,976
2020,January,Wednesday,24 Seven Taxi,Credit Card,1353
2020,January,Wednesday,24 Seven Taxi,Mobile,108
2020,January,Wednesday,24 Seven Taxi,Prcard,8
2020,January,Wednesday,2733 - 74600 Benny Jona,Cash,12
2020,January,Wednesday,2733 - 74600 Benny Jona,Credit Card,18
2020,January,Wednesday,3011 - 66308 JBL Cab Inc.,Cash,42
2020,January,Wednesday,3011 - 66308 JBL Cab Inc.,Credit Card,50
2020,January,Wednesday,3094 - 24059 G.L.B. Cab Co,Cash,46
2020,January,Wednesday,3094 - 24059 G.L.B. Cab Co,Credit Card,18
2020,January,Wednesday,312 Medallion Management Corp,Cash,94
2020,January,Wednesday,312 Medallion Management Corp,Credit Card,190
2020,January,Wednesday,312 Medallion Management Corp,Unknown,3
2020,January,Wednesday,3556 - 36214 RC Andrews Cab,Cash,2
2020,January,Wednesday,3556 - 36214 RC Andrews Cab,Unknown,20
2020,January,Wednesday,3591 - 63480 Chuks Cab,Cash,14
2020,January,Wednesday,3591 - 63480 Chuks Cab,Credit Card,9
2020,January,Wednesday,3591 - 63480 Chuks Cab,Unknown,1
2020,January,Wednesday,3620 - 52292 David K. Cab Corp.,Cash,2
2020,January,Wednesday,3620 - 52292 David K. Cab Corp.,Credit Card,11
2020,January,Wednesday,3620 - 52292 David K. Cab Corp.,No Charge,1
2020,January,Wednesday,3623 - 72222 Arrington Enterprises,Cash,23
2020,January,Wednesday,3623 - 72222 Arrington Enterprises,Credit Card,23
2020,January,Wednesday,"3721 - Santamaria Express, Alvaro Santamaria",Credit Card,19
2020,January,Wednesday,"3721 - Santamaria Express, Alvaro Santamaria",No Charge,9
2020,January,Wednesday,4053 - 40193 Adwar H. Nikola,Cash,5
2020,January,Wednesday,4053 - 40193 Adwar H. Nikola,Credit Card,9
2020,January,Wednesday,4623 - 27290 Jay Kim,Cash,6
2020,January,Wednesday,4623 - 27290 Jay Kim,Credit Card,18
2020,January,Wednesday,4787 - 56058 Reny Cab Co,Cash,16
2020,January,Wednesday,4787 - 56058 Reny Cab Co,Credit Card,14
2020,January,Wednesday,5 Star Taxi,Cash,160
2020,January,Wednesday,5 Star Taxi,Credit Card,191
2020,January,Wednesday,5 Star Taxi,Mobile,10
2020,January,Wednesday,5 Star Taxi,Prcard,24
2020,January,Wednesday,5006 - 39261 Salifu Bawa,Cash,27
2020,January,Wednesday,5006 - 39261 Salifu Bawa,Credit Card,33
2020,January,Wednesday,5006 - 39261 Salifu Bawa,Unknown,1
2020,January,Wednesday,5062 - 34841 Sam Mestas,Cash,11
2020,January,Wednesday,5062 - 34841 Sam Mestas,Credit Card,10
2020,January,Wednesday,5874 - 73628 Sergey Cab Corp.,Cash,15
2020,January,Wednesday,5874 - 73628 Sergey Cab Corp.,Credit Card,20
2020,January,Wednesday,6574 - Babylon Express Inc.,Cash,14
2020,January,Wednesday,6574 - Babylon Express Inc.,Credit Card,23
2020,January,Wednesday,6742 - 83735 Tasha ride inc,Cash,31
2020,January,Wednesday,6742 - 83735 Tasha ride inc,Credit Card,24
2020,January,Wednesday,6743 - 78771 Luhak Corp,Cash,73
2020,January,Wednesday,6743 - 78771 Luhak Corp,Credit Card,10
2020,January,Wednesday,Blue Diamond,Cash,51
2020,January,Wednesday,Blue Diamond,Credit Card,78
2020,January,Wednesday,Blue Diamond,Prcard,1
2020,January,Wednesday,Blue Ribbon Taxi Association Inc.,Cash,4981
2020,January,Wednesday,Blue Ribbon Taxi Association Inc.,Credit Card,3902
2020,January,Wednesday,Blue Ribbon Taxi Association Inc.,Unknown,201
2020,January,Wednesday,Checker Taxi Affiliation,Cash,21
2020,January,Wednesday,Checker Taxi Affiliation,Credit Card,14
2020,January,Wednesday,Checker Taxi Affiliation,Prcard,1
2020,January,Wednesday,Chicago Carriage Cab Corp,Cash,8548
2020,January,Wednesday,Chicago Carriage Cab Corp,Credit Card,10003
2020,January,Wednesday,Chicago Carriage Cab Corp,Mobile,769
2020,January,Wednesday,Chicago Carriage Cab Corp,Prcard,306
2020,January,Wednesday,Chicago Independents,Cash,1770
2020,January,Wednesday,Chicago Independents,Credit Card,2204
2020,January,Wednesday,Chicago Independents,Dispute,20
2020,January,Wednesday,Chicago Independents,Mobile,159
2020,January,Wednesday,Chicago Independents,No Charge,1
2020,January,Wednesday,Chicago Independents,Prcard,27
2020,January,Wednesday,Chicago Independents,Unknown,26
2020,January,Wednesday,Chicago Medallion Management,Cash,324
2020,January,Wednesday,Chicago Medallion Management,Credit Card,352
2020,January,Wednesday,Chicago Medallion Management,No Charge,1
2020,January,Wednesday,Chicago Medallion Management,Unknown,3
2020,January,Wednesday,Chicago Taxicab,Cash,706
2020,January,Wednesday,Chicago Taxicab,Credit Card,736
2020,January,Wednesday,Chicago Taxicab,Mobile,54
2020,January,Wednesday,Chicago Taxicab,Prcard,6
2020,January,Wednesday,Choice Taxi Association,Cash,2724
2020,January,Wednesday,Choice Taxi Association,Credit Card,3862
2020,January,Wednesday,Choice Taxi Association,Dispute,24
2020,January,Wednesday,Choice Taxi Association,No Charge,29
2020,January,Wednesday,Choice Taxi Association,Unknown,27
2020,January,Wednesday,City Service,Cash,5871
2020,January,Wednesday,City Service,Credit Card,7375
2020,January,Wednesday,City Service,Mobile,676
2020,January,Wednesday,City Service,Prcard,85
2020,January,Wednesday,Flash Cab,Cash,15929
2020,January,Wednesday,Flash Cab,Credit Card,9922
2020,January,Wednesday,Flash Cab,Mobile,751
2020,January,Wednesday,Flash Cab,Prcard,2011
2020,January,Wednesday,Flash Cab,Prepaid,11
2020,January,Wednesday,KOAM Taxi Association,Cash,622
2020,January,Wednesday,KOAM Taxi Association,Credit Card,959
2020,January,Wednesday,KOAM Taxi Association,Dispute,6
2020,January,Wednesday,KOAM Taxi Association,Unknown,7
2020,January,Wednesday,Leonard Cab Co,Cash,69
2020,January,Wednesday,Leonard Cab Co,Credit Card,69
2020,January,Wednesday,Leonard Cab Co,Mobile,3
2020,January,Wednesday,Medallion Leasin,Cash,5123
2020,January,Wednesday,Medallion Leasin,Credit Card,5888
2020,January,Wednesday,Medallion Leasin,Mobile,468
2020,January,Wednesday,Medallion Leasin,Prcard,130
2020,January,Wednesday,Metro Jet Taxi A,Cash,187
2020,January,Wednesday,Metro Jet Taxi A,Credit Card,155
2020,January,Wednesday,Metro Jet Taxi A,Mobile,21
2020,January,Wednesday,Nova Taxi Affiliation Llc,Cash,1070
2020,January,Wednesday,Nova Taxi Affiliation Llc,Credit Card,819
2020,January,Wednesday,Nova Taxi Affiliation Llc,Mobile,64
2020,January,Wednesday,Nova Taxi Affiliation Llc,Prcard,11
2020,January,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Cash,871
2020,January,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,938
2020,January,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Mobile,88
2020,January,Wednesday,Patriot Taxi Dba Peace Taxi Associat,Prcard,34
2020,January,Wednesday,Petani Cab Corp,Cash,26
2020,January,Wednesday,Petani Cab Corp,Credit Card,68
2020,January,Wednesday,Setare Inc,Cash,217
2020,January,Wednesday,Setare Inc,Credit Card,175
2020,January,Wednesday,Setare Inc,Mobile,14
2020,January,Wednesday,Setare Inc,Prcard,3
2020,January,Wednesday,Star North Management LLC,Cash,3964
2020,January,Wednesday,Star North Management LLC,Credit Card,5341
2020,January,Wednesday,Star North Management LLC,Dispute,13
2020,January,Wednesday,Star North Management LLC,No Charge,125
2020,January,Wednesday,Star North Management LLC,Unknown,67
2020,January,Wednesday,Suburban Dispatch LLC,Credit Card,382
2020,January,Wednesday,Suburban Dispatch LLC,No Charge,32
2020,January,Wednesday,Sun Taxi,Cash,6603
2020,January,Wednesday,Sun Taxi,Credit Card,8875
2020,January,Wednesday,Sun Taxi,Mobile,944
2020,January,Wednesday,Sun Taxi,Prcard,127
2020,January,Wednesday,Taxi Affiliation Service Yellow,Cash,149
2020,January,Wednesday,Taxi Affiliation Service Yellow,Credit Card,188
2020,January,Wednesday,Taxi Affiliation Service Yellow,Mobile,2
2020,January,Wednesday,Taxi Affiliation Service Yellow,Prcard,19
2020,January,Wednesday,Taxi Affiliation Services,Cash,22685
2020,January,Wednesday,Taxi Affiliation Services,Credit Card,24454
2020,January,Wednesday,Taxi Affiliation Services,No Charge,14
2020,January,Wednesday,Taxi Affiliation Services,Unknown,1789
2020,January,Wednesday,"Taxicab Insurance Agency, LLC",Cash,3257
2020,January,Wednesday,"Taxicab Insurance Agency, LLC",Credit Card,4426
2020,January,Wednesday,"Taxicab Insurance Agency, LLC",Dispute,35
2020,January,Wednesday,"Taxicab Insurance Agency, LLC",No Charge,8
2020,January,Wednesday,"Taxicab Insurance Agency, LLC",Unknown,76
2020,January,Wednesday,Top Cab Affiliation,Cash,1289
2020,January,Wednesday,Top Cab Affiliation,Credit Card,1539
2020,January,Wednesday,Top Cab Affiliation,Dispute,5
2020,January,Wednesday,Top Cab Affiliation,No Charge,20
2020,January,Wednesday,Top Cab Affiliation,Unknown,25
2020,January,Wednesday,U Taxicab,Cash,153
2020,January,Wednesday,U Taxicab,Credit Card,217
2020,January,Wednesday,U Taxicab,Unknown,7
2020,July,Friday,24 Seven Taxi,Cash,6
2020,July,Friday,24 Seven Taxi,Prcard,22
2020,July,Friday,2733 - 74600 Benny Jona,Cash,8
2020,July,Friday,2733 - 74600 Benny Jona,Credit Card,11
2020,July,Friday,3011 - 66308 JBL Cab Inc.,Cash,29
2020,July,Friday,3011 - 66308 JBL Cab Inc.,Credit Card,17
2020,July,Friday,312 Medallion Management Corp,Cash,28
2020,July,Friday,312 Medallion Management Corp,Credit Card,19
2020,July,Friday,312 Medallion Management Corp,Unknown,2
2020,July,Friday,3556 - 36214 RC Andrews Cab,Cash,4
2020,July,Friday,3556 - 36214 RC Andrews Cab,Credit Card,1
2020,July,Friday,3556 - 36214 RC Andrews Cab,Unknown,29
2020,July,Friday,4623 - 27290 Jay Kim,Cash,1
2020,July,Friday,4787 - 56058 Reny Cab Co,Cash,5
2020,July,Friday,4787 - 56058 Reny Cab Co,Credit Card,4
2020,July,Friday,5062 - 34841 Sam Mestas,Cash,16
2020,July,Friday,5062 - 34841 Sam Mestas,Credit Card,7
2020,July,Friday,Blue Ribbon Taxi Association Inc.,Cash,330
2020,July,Friday,Blue Ribbon Taxi Association Inc.,Credit Card,137
2020,July,Friday,Blue Ribbon Taxi Association Inc.,Unknown,26
2020,July,Friday,Chicago Independents,Cash,281
2020,July,Friday,Chicago Independents,Credit Card,195
2020,July,Friday,Chicago Independents,Dispute,1
2020,July,Friday,Chicago Independents,Mobile,6
2020,July,Friday,Chicago Independents,No Charge,7
2020,July,Friday,Chicago Independents,Prcard,9
2020,July,Friday,Chicago Independents,Unknown,28
2020,July,Friday,Chicago Medallion Management,Cash,43
2020,July,Friday,Chicago Medallion Management,Credit Card,42
2020,July,Friday,Chicago Medallion Management,No Charge,1
2020,July,Friday,Chicago Medallion Management,Unknown,3
2020,July,Friday,Chicago Taxicab,Cash,85
2020,July,Friday,Chicago Taxicab,Credit Card,62
2020,July,Friday,Chicago Taxicab,Mobile,1
2020,July,Friday,Chicago Taxicab,Prcard,1
2020,July,Friday,Choice Taxi Association,Cash,105
2020,July,Friday,Choice Taxi Association,Credit Card,60
2020,July,Friday,Choice Taxi Association,Dispute,1
2020,July,Friday,City Service,Cash,263
2020,July,Friday,City Service,Credit Card,214
2020,July,Friday,City Service,Mobile,69
2020,July,Friday,City Service,Prcard,14
2020,July,Friday,Flash Cab,Cash,4108
2020,July,Friday,Flash Cab,Credit Card,1021
2020,July,Friday,Flash Cab,Mobile,45
2020,July,Friday,Flash Cab,Prcard,3004
2020,July,Friday,KOAM Taxi Association,Cash,1
2020,July,Friday,Medallion Leasin,Cash,1399
2020,July,Friday,Medallion Leasin,Credit Card,734
2020,July,Friday,Medallion Leasin,Mobile,71
2020,July,Friday,Medallion Leasin,Prcard,88
2020,July,Friday,Metro Jet Taxi A,Cash,65
2020,July,Friday,Metro Jet Taxi A,Credit Card,30
2020,July,Friday,Metro Jet Taxi A,Mobile,2
2020,July,Friday,Metro Jet Taxi A,Prcard,2
2020,July,Friday,Nova Taxi Affiliation Llc,Cash,5
2020,July,Friday,Nova Taxi Affiliation Llc,Credit Card,6
2020,July,Friday,Patriot Taxi Dba Peace Taxi Associat,Cash,188
2020,July,Friday,Patriot Taxi Dba Peace Taxi Associat,Credit Card,84
2020,July,Friday,Patriot Taxi Dba Peace Taxi Associat,Mobile,14
2020,July,Friday,Patriot Taxi Dba Peace Taxi Associat,Prcard,59
2020,July,Friday,Setare Inc,Cash,76
2020,July,Friday,Setare Inc,Credit Card,57
2020,July,Friday,Setare Inc,Mobile,1
2020,July,Friday,Setare Inc,Prcard,5
2020,July,Friday,Star North Management LLC,Cash,353
2020,July,Friday,Star North Management LLC,Credit Card,217
2020,July,Friday,Star North Management LLC,Dispute,1
2020,July,Friday,Star North Management LLC,No Charge,6
2020,July,Friday,Star North Management LLC,Unknown,55
2020,July,Friday,Suburban Dispatch LLC,Credit Card,38
2020,July,Friday,Suburban Dispatch LLC,No Charge,5
2020,July,Friday,Sun Taxi,Cash,290
2020,July,Friday,Sun Taxi,Credit Card,147
2020,July,Friday,Sun Taxi,Mobile,49
2020,July,Friday,Sun Taxi,Prcard,16
2020,July,Friday,Taxi Affiliation Services,Cash,4172
2020,July,Friday,Taxi Affiliation Services,Credit Card,1653
2020,July,Friday,Taxi Affiliation Services,No Charge,1
2020,July,Friday,Taxi Affiliation Services,Unknown,2326
2020,July,Friday,"Taxicab Insurance Agency, LLC",Cash,320
2020,July,Friday,"Taxicab Insurance Agency, LLC",Credit Card,198
2020,July,Friday,"Taxicab Insurance Agency, LLC",Dispute,3
2020,July,Friday,"Taxicab Insurance Agency, LLC",No Charge,1
2020,July,Friday,"Taxicab Insurance Agency, LLC",Unknown,37
2020,July,Friday,Top Cab Affiliation,Cash,500
